symbol,baseAsset,quoteAsset,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
XEMBTC,XEM,BTC,0.00000089,8.040,0.00001131,0.00001108,0.00001196,3600.00000000,0.00001196,4828.00000000,0.00001197,25.00000000,0.00001107,0.00001240,0.00001050,51024528.00000000,576.98061325,1607498921652,1607585321652,11178782,11221593,42812
XEMETH,XEM,ETH,0.00002262,6.135,0.00036815,0.00036871,0.00039133,7.00000000,0.00038895,19304.00000000,0.00039128,2000.00000000,0.00036871,0.00040315,0.00034924,4403156.00000000,1621.03647253,1607498922225,1607585322225,1811473,1816906,5434
XEMBNB,XEM,BNB,0.00000000,0.000,0.00244100,0.00244100,0.00244100,170.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00244100,0.00244100,0.00244100,170.00000000,0.41497000,1604223738964,1604310138964,436546,436546,1
WANBTC,WAN,BTC,0.00000114,6.441,0.00001863,0.00001762,0.00001884,374.00000000,0.00001878,151.00000000,0.00001886,4104.00000000,0.00001770,0.00001959,0.00001711,2080859.00000000,38.75944657,1607498921095,1607585321095,15023468,15029841,6374
WANETH,WAN,ETH,0.00002800,4.770,0.00059713,0.00058700,0.00061500,128.96000000,0.00061100,119.45000000,0.00061600,1793.11000000,0.00058700,0.00063200,0.00056800,163335.95000000,97.53242596,1607498922207,1607585322207,3895472,3896669,1198
WANBNB,WAN,BNB,0.00085000,7.359,0.01204841,0.01159000,0.01240000,16.00000000,0.01236000,10.50000000,0.01241000,31.80000000,0.01155000,0.01275000,0.01123000,80596.20000000,971.05612900,1607498869863,1607585269863,1103604,1105188,1585
WPRBTC,WPR,BTC,-0.00000001,-2.128,0.00000047,0.00000047,0.00000046,1542.00000000,0.00000046,1854513.00000000,0.00000047,2354785.00000000,0.00000047,0.00000048,0.00000046,5553130.00000000,2.58882933,1607498909665,1607585309665,4714112,4714585,474
WPRETH,WPR,ETH,0.00000000,0.000,0.00004020,0.00004020,0.00004020,73.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004020,0.00004020,0.00004020,73.00000000,0.00293460,1604223738964,1604310138964,1048832,1048832,1
QLCBTC,QLC,BTC,0.00000004,4.878,0.00000083,0.00000082,0.00000086,8572.00000000,0.00000085,6481.00000000,0.00000086,148228.00000000,0.00000082,0.00000086,0.00000079,7788987.00000000,6.42686425,1607498378298,1607584778298,6826472,6827451,980
QLCETH,QLC,ETH,0.00000040,1.461,0.00002673,0.00002732,0.00002778,810.00000000,0.00002765,851.00000000,0.00002785,414.00000000,0.00002738,0.00002802,0.00002534,4320708.00000000,115.51268207,1607498907409,1607585307409,2007447,2011043,3597
SYSBTC,SYS,BTC,0.00000032,9.938,0.00000334,0.00000320,0.00000354,7078.00000000,0.00000355,8768.00000000,0.00000358,11967.00000000,0.00000322,0.00000379,0.00000311,16453987.00000000,54.93325759,1607498921987,1607585321987,5638408,5646728,8321
SYSETH,SYS,ETH,0.00000000,0.000,0.00011047,0.00011047,0.00011047,3280.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011047,0.00011047,0.00011047,3280.00000000,0.36234160,1604223738964,1604310138964,640126,640126,1
SYSBNB,SYS,BNB,0.00000000,0.000,0.00163500,0.00163500,0.00163500,123.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00163500,0.00163500,0.00163500,123.00000000,0.20110500,1604223738964,1604310138964,239297,239297,1
QLCBNB,QLC,BNB,0.00000000,0.000,0.00092200,0.00092200,0.00092200,3.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00092200,0.00092200,0.00092200,3.00000000,0.00276600,1604223738964,1604310138964,413231,413231,1
GRSBTC,GRS,BTC,-0.00000009,-0.789,0.00001137,0.00001146,0.00001131,237.00000000,0.00001120,366.00000000,0.00001127,689.00000000,0.00001140,0.00001164,0.00001108,570069.00000000,6.48196050,1607498919312,1607585319312,6151162,6152171,1010
GRSETH,GRS,ETH,0.00000000,0.000,0.00076455,0.00076455,0.00076455,362.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00076455,0.00076455,0.00076455,362.00000000,0.27676710,1604223738964,1604310138964,830410,830410,1
ADAUSDT,ADA,USDT,0.00886000,6.461,0.14126852,0.13713000,0.14600000,500.00000000,0.14600000,326.00000000,0.14601000,400.00000000,0.13714000,0.15025000,0.12924000,471276337.40000000,66576511.94693900,1607498922411,1607585322411,46513159,46663828,150670
ADABNB,ADA,BNB,0.00027600,5.557,0.00509661,0.00496200,0.00524300,580.00000000,0.00523300,327.00000000,0.00524200,5540.00000000,0.00496700,0.00530300,0.00482200,2185879.00000000,11140.56827600,1607498922043,1607585322043,3095363,3099423,4061
CLOAKBTC,CLOAK,BTC,0.00000000,0.000,0.00015550,0.00015550,0.00015550,1.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015550,0.00015550,0.00015550,1.32000000,0.00020526,1604223738964,1604310138964,1803400,1803400,1
CLOAKETH,CLOAK,ETH,0.00000000,0.000,0.00414200,0.00414200,0.00414200,7.91000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00414200,0.00414200,0.00414200,7.91000000,0.03276322,1604223738964,1604310138964,342321,342321,1
GNTBTC,GNT,BTC,-0.00000005,-0.732,0.00000689,0.00000684,0.00000678,4695.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000683,0.00000746,0.00000642,4720751.00000000,32.50740835,1607227200088,1607313600088,5581851,5587120,5270
GNTETH,GNT,ETH,0.00000020,0.091,0.00022150,0.00021851,0.00022071,46.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00022051,0.00024000,0.00021302,858711.00000000,190.20170786,1607227200159,1607313600159,1129973,1130986,1014
GNTBNB,GNT,BNB,0.00000000,0.000,0.00243900,0.00243900,0.00243900,409.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00243900,0.00243900,0.00243900,409.00000000,0.99755100,1604223738964,1604310138964,173040,173040,1
LOOMBTC,LOOM,BTC,-0.00000001,-0.699,0.00000143,0.00000143,0.00000142,9261.00000000,0.00000141,33387.00000000,0.00000142,139134.00000000,0.00000143,0.00000147,0.00000138,8694568.00000000,12.43226781,1607498917380,1607585317380,8266165,8267837,1673
LOOMETH,LOOM,ETH,-0.00000117,-2.477,0.00004665,0.00004724,0.00004607,75.00000000,0.00004586,9900.00000000,0.00004607,164.00000000,0.00004724,0.00004748,0.00004558,1663284.00000000,77.60035274,1607498904624,1607585304624,2383741,2384306,566
LOOMBNB,LOOM,BNB,0.00000000,0.000,0.00088500,0.00088500,0.00088500,117.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00088500,0.00088500,0.00088500,117.00000000,0.10354500,1604223738964,1604310138964,438524,438524,1
XRPUSDT,XRP,USDT,0.02431000,4.437,0.55466204,0.54792000,0.57222000,675.60000000,0.57223000,800.00000000,0.57231000,3910.80000000,0.54791000,0.60544000,0.50383000,941950491.20000000,522464181.81594400,1607498922422,1607585322422,92518701,93230582,711882
BCNBTC,BCN,BTC,0.00000000,0.000,0.00000022,0.00000022,0.00000022,51224.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000022,0.00000022,0.00000022,51224.00000000,0.01126928,1604223738964,1604310138964,3988288,3988288,1
BCNETH,BCN,ETH,0.00000000,0.000,0.00000707,0.00000707,0.00000707,51224.00000000,0.00000700,3458.00000000,0.00000000,0.00000000,0.00000707,0.00000707,0.00000707,51224.00000000,0.36215368,1604223738964,1604310138964,928855,928855,1
BCNBNB,BCN,BNB,0.00000000,0.000,0.00002000,0.00002000,0.00002000,50000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002000,0.00002000,0.00002000,50000.00000000,1.00000000,1604223738964,1604310138964,245909,245909,1
REPBTC,REP,BTC,0.00000200,0.243,0.00083117,0.00082400,0.00082600,0.04200000,0.00082400,9.89000000,0.00082600,1.95800000,0.00082400,0.00088300,0.00079900,28148.98000000,23.39653707,1607498908893,1607585308893,7238806,7243987,5182
REPETH,REP,ETH,-0.00038000,-1.389,0.02692624,0.02729000,0.02698000,0.11100000,0.02678000,19.78000000,0.02690000,2.33100000,0.02736000,0.02849000,0.02610000,4120.50600000,110.94972535,1607498908924,1607585308924,1331711,1332473,763
REPBNB,REP,BNB,0.00000000,0.000,0.44670000,0.44670000,0.44670000,0.01000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44670000,0.44670000,0.44670000,0.01000000,0.00446700,1604223738964,1604310138964,159076,159076,1
BTCTUSD,BTC,TUSD,193.73000000,1.068,18217.60097718,18176.78000000,18340.36000000,0.13627000,18345.60000000,0.13623600,18353.70000000,0.23624300,18146.63000000,18649.49000000,17638.16000000,159.25366600,2901219.74134092,1607498919452,1607585319452,6485529,6488682,3154
TUSDBTC,TUSD,BTC,0.00000000,0.000,0.00025971,0.00025971,0.00025971,72.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00025971,0.00025971,0.00025971,72.00000000,0.01869912,1604223738964,1604310138964,7098108,7098108,1
ETHTUSD,ETH,TUSD,15.02000000,2.751,560.45511514,547.30000000,561.00000000,1.10000000,562.71000000,7.05761000,563.50000000,7.09417000,545.98000000,577.45000000,530.82000000,2259.97238000,1266613.08044240,1607498915451,1607585315451,1792868,1794095,1228
TUSDETH,TUSD,ETH,0.00000000,0.000,0.00762097,0.00762097,0.00762097,11.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00762097,0.00762097,0.00762097,11.00000000,0.08383067,1604223738964,1604310138964,1189987,1189987,1
TUSDBNB,TUSD,BNB,0.00000000,0.000,0.06777000,0.06777000,0.06777000,28.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06777000,0.06777000,0.06777000,28.00000000,1.89756000,1604223738964,1604310138964,429897,429897,1
ZENBTC,ZEN,BTC,-0.00002340,-4.054,0.00056657,0.00057750,0.00055380,0.67000000,0.00055400,4.52000000,0.00055500,40.89000000,0.00057720,0.00059230,0.00054760,49270.14000000,27.91502072,1607498921421,1607585321421,4964476,4969787,5312
ZENETH,ZEN,ETH,-0.00102000,-5.329,0.01847809,0.01927000,0.01812000,1.00300000,0.01801000,2.20200000,0.01810000,14.42100000,0.01914000,0.01931000,0.01788000,5849.29200000,108.08374619,1607498912223,1607585312223,862768,863609,842
ZENBNB,ZEN,BNB,-0.01250000,-3.296,0.37320316,0.38070000,0.36680000,5.52000000,0.36370000,0.61000000,0.36600000,4.32000000,0.37930000,0.38790000,0.36000000,3766.98000000,1405.84884100,1607498875315,1607585275315,391296,391718,423
SKYBTC,SKY,BTC,0.00000069,3.041,0.00002289,0.00002268,0.00002338,14.00000000,0.00002333,10.00000000,0.00002350,386.00000000,0.00002269,0.00002403,0.00002158,860083.00000000,19.68321266,1607498906123,1607585306123,6349123,6351987,2865
SKYETH,SKY,ETH,0.00000000,0.000,0.00222000,0.00222000,0.00222000,1.54100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00222000,0.00222000,0.00222000,1.54100000,0.00342102,1604223738964,1604310138964,1137031,1137031,1
SKYBNB,SKY,BNB,0.00000000,0.000,0.03022000,0.03022000,0.03022000,5.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03022000,0.03022000,0.03022000,5.00000000,0.15110000,1604223738964,1604310138964,406344,406344,1
EOSUSDT,EOS,USDT,0.01330000,0.481,2.76664816,2.76810000,2.78080000,7.20000000,2.78040000,600.00000000,2.78080000,39.52000000,2.76750000,2.83600000,2.66270000,10683873.02000000,29558517.63314400,1607498922358,1607585322358,67867826,67936683,68858
EOSBNB,EOS,BNB,-0.00040000,-0.400,0.09943567,0.10020000,0.09970000,13.71000000,0.09970000,18.41000000,0.09990000,1409.24000000,0.10010000,0.10050000,0.09850000,49420.10000000,4914.12086700,1607498921740,1607585321740,3496909,3498757,1849
CVCBTC,CVC,BTC,0.00000018,3.571,0.00000530,0.00000502,0.00000522,11360.00000000,0.00000521,134505.00000000,0.00000523,146063.00000000,0.00000504,0.00000567,0.00000483,19903152.00000000,105.56127519,1607498918960,1607585318960,6162648,6177613,14966
CVCETH,CVC,ETH,0.00000377,2.259,0.00017260,0.00016663,0.00017067,39.00000000,0.00016952,389.00000000,0.00017051,22631.00000000,0.00016690,0.00018288,0.00016095,1155097.00000000,199.36844271,1607498921805,1607585321805,783059,784059,1001
CVCBNB,CVC,BNB,0.00000000,0.000,0.00211200,0.00211200,0.00211200,3167.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00211200,0.00211200,0.00211200,3167.00000000,6.68870400,1604223738964,1604310138964,97162,97162,1
THETABTC,THETA,BTC,-0.00000399,-9.505,0.00003991,0.00004198,0.00003799,3.00000000,0.00003795,47.00000000,0.00003799,608.00000000,0.00004198,0.00004297,0.00003762,10464786.00000000,417.69323178,1607498922274,1607585322274,14907157,14933483,26327
THETAETH,THETA,ETH,-0.00015305,-10.926,0.00128777,0.00140004,0.00124774,13.00000000,0.00123454,14597.00000000,0.00124081,854.00000000,0.00140079,0.00142260,0.00122597,1845801.00000000,2376.97359681,1607498922385,1607585322385,2523152,2528395,5244
THETABNB,THETA,BNB,-0.00286700,-10.290,0.02608984,0.02754800,0.02499500,24.00000000,0.02486200,60.00000000,0.02499600,88.00000000,0.02786200,0.02815800,0.02481000,147754.00000000,3854.87818400,1607498922401,1607585322401,879824,880888,1065
XRPBNB,XRP,BNB,0.00065000,3.271,0.01994021,0.01983000,0.02052000,55.00000000,0.02051000,75.30000000,0.02056000,3044.70000000,0.01987000,0.02135000,0.01872000,2279910.50000000,45461.89037300,1607498922049,1607585322049,4951705,4965865,14161
TUSDUSDT,TUSD,USDT,-0.00050000,-0.050,1.00009922,1.00040000,0.99990000,148.99000000,0.99980000,400.12000000,0.99990000,154846.44000000,1.00040000,1.00080000,0.99890000,5870966.71000000,5871549.24983800,1607498881315,1607585281315,12195242,12203694,8453
XLMUSDT,XLM,USDT,0.02122000,14.177,0.16295384,0.14980000,0.17090000,28678.90000000,0.17089000,7000.10000000,0.17093000,4100.00000000,0.14968000,0.17780000,0.13921000,648148535.90000000,105618291.70955300,1607498922398,1607585322398,31057075,31274707,217633
IOTXBTC,IOTX,BTC,0.00000000,0.000,0.00000037,0.00000037,0.00000037,185025.00000000,0.00000037,2648858.00000000,0.00000038,3069107.00000000,0.00000037,0.00000039,0.00000036,9105635.00000000,3.41049711,1607498831773,1607585231773,5633042,5633618,577
IOTXETH,IOTX,ETH,-0.00000022,-1.792,0.00001222,0.00001207,0.00001206,1320.00000000,0.00001205,22808.00000000,0.00001219,6989.00000000,0.00001228,0.00001233,0.00001195,15704556.00000000,191.94088350,1607498901779,1607585301779,2167908,2168191,284
QKCBTC,QKC,BTC,0.00000000,0.000,0.00000029,0.00000028,0.00000029,63559.00000000,0.00000028,6251165.00000000,0.00000029,639615.00000000,0.00000029,0.00000030,0.00000027,64989654.00000000,18.76835872,1607498907517,1607585307517,10906803,10907768,966
QKCETH,QKC,ETH,0.00000004,0.430,0.00000916,0.00000923,0.00000934,24373.00000000,0.00000927,31686.00000000,0.00000934,29432.00000000,0.00000930,0.00000987,0.00000884,4784462.00000000,43.81078511,1607498563715,1607584963715,2359453,2359839,387
AGIBTC,AGI,BTC,-0.00000006,-2.353,0.00000252,0.00000256,0.00000249,993.00000000,0.00000248,6439.00000000,0.00000249,5414.00000000,0.00000255,0.00000264,0.00000241,6597207.00000000,16.60820250,1607498768030,1607585168030,6379771,6383057,3287
AGIETH,AGI,ETH,0.00000000,0.000,0.00007363,0.00007363,0.00007363,924.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00007363,0.00007363,0.00007363,924.00000000,0.06803412,1604223738964,1604310138964,1208305,1208305,1
AGIBNB,AGI,BNB,0.00000000,0.000,0.00077200,0.00077200,0.00077200,252.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00077200,0.00077200,0.00077200,252.00000000,0.19454400,1604223738964,1604310138964,204986,204986,1
NXSBTC,NXS,BTC,0.00000001,0.084,0.00001188,0.00001193,0.00001194,354.00000000,0.00001193,566.00000000,0.00001194,435.00000000,0.00001193,0.00001219,0.00001162,175758.00000000,2.08870689,1607498882088,1607585282088,3181351,3181841,491
NXSETH,NXS,ETH,0.00000000,0.000,0.00077300,0.00077300,0.00077300,718.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00077300,0.00077300,0.00077300,718.80000000,0.55563240,1604223738964,1604310138964,322459,322459,1
NXSBNB,NXS,BNB,0.00000000,0.000,0.01087000,0.01087000,0.01087000,715.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01087000,0.01087000,0.01087000,715.50000000,7.77748500,1604223738964,1604310138964,123174,123174,1
ENJBNB,ENJ,BNB,-0.00005600,-1.114,0.00495633,0.00502000,0.00497200,91.00000000,0.00497200,3908.00000000,0.00498200,3999.00000000,0.00502800,0.00502800,0.00484200,1563857.00000000,7750.99764400,1607498868983,1607585268983,924000,925627,1628
DATABTC,DATA,BTC,0.00000005,2.381,0.00000217,0.00000210,0.00000215,15372.00000000,0.00000214,618.00000000,0.00000216,58427.00000000,0.00000210,0.00000224,0.00000209,4201203.00000000,9.13705922,1607498589019,1607584989019,6833364,6835648,2285
DATAETH,DATA,ETH,0.00000037,0.527,0.00007079,0.00007028,0.00007054,50.00000000,0.00006942,632.00000000,0.00007052,1398.00000000,0.00007017,0.00007260,0.00006870,219048.00000000,15.50671589,1607498921686,1607585321686,1286755,1286981,227
ONTUSDT,ONT,USDT,0.00080000,0.161,0.49450690,0.49770000,0.49820000,940.01000000,0.49800000,1756.63000000,0.49810000,2953.00000000,0.49740000,0.50910000,0.47440000,11760836.02000000,5815814.58078900,1607498921148,1607585321148,22953787,22972591,18805
TRXBNB,TRX,BNB,0.00000810,0.800,0.00101435,0.00101200,0.00102020,890.00000000,0.00101950,500.00000000,0.00102070,2278.00000000,0.00101210,0.00102500,0.00099940,10651637.00000000,10804.46295060,1607498922029,1607585322029,8468459,8481146,12688
TRXUSDT,TRX,USDT,0.00047000,1.680,0.02820434,0.02796000,0.02844000,507.00000000,0.02843000,219138.30000000,0.02844000,516349.80000000,0.02797000,0.02885000,0.02700000,962080379.50000000,27134842.25390300,1607498922172,1607585322172,44154394,44209573,55180
ETCUSDT,ETC,USDT,0.20590000,3.553,6.00087869,5.79290000,6.00020000,9.04000000,5.99720000,12.69000000,5.99850000,12.69000000,5.79430000,6.20350000,5.60520000,3219567.75000000,19320235.51580200,1607498922359,1607585322359,30359375,30421469,62095
ETCBNB,ETC,BNB,0.00520000,2.479,0.21518546,0.20970000,0.21500000,1.00000000,0.21470000,0.57000000,0.21580000,158.24000000,0.20980000,0.22110000,0.20770000,3729.91000000,802.62240000,1607498918638,1607585318638,967842,968413,572
ICXUSDT,ICX,USDT,-0.00090000,-0.234,0.38324151,0.38470000,0.38380000,4515.89000000,0.38360000,2037.33000000,0.38380000,6802.72000000,0.38470000,0.39310000,0.36840000,5819597.19000000,2230311.23436900,1607498919405,1607585319405,10984324,11001085,16762
SCBTC,SC,BTC,0.00000000,0.000,0.00000017,0.00000017,0.00000018,6001.00000000,0.00000017,94067694.00000000,0.00000018,47847385.00000000,0.00000018,0.00000018,0.00000017,16470259.00000000,2.84497705,1607498913404,1607585313404,2531407,2531607,201
SCETH,SC,ETH,-0.00000016,-2.740,0.00000570,0.00000581,0.00000568,17357.00000000,0.00000567,22798.00000000,0.00000572,851763.00000000,0.00000584,0.00000592,0.00000557,19069146.00000000,108.74233855,1607498896592,1607585296592,1392632,1393501,870
SCBNB,SC,BNB,-0.00000010,-0.087,0.00011528,0.00011500,0.00011490,1180.00000000,0.00011460,2357.00000000,0.00011540,850000.00000000,0.00011500,0.00011770,0.00011250,5574695.00000000,642.66932190,1607498915595,1607585315595,579183,579588,406
NPXSBTC,NPXS,BTC,0.00000000,0.000,0.00000003,0.00000003,0.00000003,50000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000003,0.00000003,50000.00000000,0.00150000,1604223738964,1604310138964,3045164,3045164,1
NPXSETH,NPXS,ETH,-0.00000002,-5.882,0.00000033,0.00000033,0.00000032,76842.00000000,0.00000032,136705461.00000000,0.00000033,924104.00000000,0.00000034,0.00000035,0.00000032,449519502.00000000,148.07129647,1607498830832,1607585230832,3267184,3267746,563
KEYBTC,KEY,BTC,0.00000000,0.000,0.00000013,0.00000013,0.00000013,43297.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000013,0.00000013,43297.00000000,0.00562861,1604223738964,1604310138964,4595530,4595530,1
KEYETH,KEY,ETH,0.00000004,0.946,0.00000422,0.00000423,0.00000427,20600.00000000,0.00000425,159347.00000000,0.00000427,9160.00000000,0.00000423,0.00000443,0.00000412,21170404.00000000,89.27451216,1607498908780,1607585308780,1999080,1999908,829
NASBTC,NAS,BTC,0.00000010,0.602,0.00001675,0.00001660,0.00001670,2504.93000000,0.00001670,1630.55000000,0.00001680,8766.77000000,0.00001660,0.00001720,0.00001630,850828.39000000,14.24879145,1607498918240,1607585318240,5385308,5388766,3459
NASETH,NAS,ETH,-0.00000700,-1.266,0.00054364,0.00055300,0.00054600,829.02000000,0.00054400,152.70000000,0.00054800,1631.59000000,0.00055300,0.00055700,0.00053300,454212.10000000,246.92679767,1607498918230,1607585318230,1850375,1852554,2180
NASBNB,NAS,BNB,0.00000000,0.000,0.02337000,0.02337000,0.02337000,7.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02337000,0.02337000,0.02337000,7.50000000,0.17527500,1604223738964,1604310138964,226503,226503,1
MFTBTC,MFT,BTC,0.00000000,0.000,0.00000008,0.00000008,0.00000008,2622751.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000008,0.00000008,2622751.00000000,0.20982008,1604223738964,1604310138964,3489867,3489867,1
MFTETH,MFT,ETH,-0.00000011,-2.594,0.00000414,0.00000422,0.00000413,508153.00000000,0.00000411,1184405.00000000,0.00000416,16745.00000000,0.00000424,0.00000424,0.00000404,43702359.00000000,180.83561107,1607498921371,1607585321371,1983026,1983925,900
MFTBNB,MFT,BNB,0.00000010,0.119,0.00008324,0.00008380,0.00008400,7809.00000000,0.00008320,117569.00000000,0.00008380,299588.00000000,0.00008390,0.00008550,0.00008160,38930086.00000000,3240.67428150,1607498913377,1607585313377,764249,765581,1333
DENTBTC,DENT,BTC,0.00000000,0.000,0.00000004,0.00000004,0.00000004,18753.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000004,0.00000004,18753.00000000,0.00075012,1604223738964,1604310138964,1972167,1972167,1
DENTETH,DENT,ETH,-0.00000002,-4.762,0.00000041,0.00000041,0.00000040,112293.00000000,0.00000039,62542702.00000000,0.00000040,21005346.00000000,0.00000042,0.00000042,0.00000039,360717359.00000000,146.50125239,1607498917603,1607585317603,1591054,1591688,635
ARDRBTC,ARDR,BTC,0.00000003,0.890,0.00000351,0.00000337,0.00000340,1398.00000000,0.00000338,5433.00000000,0.00000339,1265.00000000,0.00000337,0.00000368,0.00000331,5482236.00000000,19.22937457,1607498917285,1607585317285,3450877,3454570,3694
ARDRETH,ARDR,ETH,0.00000000,0.000,0.00018870,0.00018870,0.00018870,121.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00018870,0.00018870,0.00018870,121.00000000,0.02283270,1604223738964,1604310138964,443041,443041,1
ARDRBNB,ARDR,BNB,0.00000000,0.000,0.00316800,0.00316800,0.00316800,946.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00316800,0.00316800,0.00316800,946.00000000,2.99692800,1604223738964,1604310138964,99304,99304,1
NULSUSDT,NULS,USDT,0.00370000,1.370,0.28001008,0.27000000,0.27370000,40.20000000,0.27260000,99.94000000,0.27320000,78.78000000,0.27000000,0.29470000,0.25650000,2695670.06000000,754814.77980100,1607498903053,1607585303053,3227104,3233783,6680
HOTBTC,HOT,BTC,0.00000000,0.000,0.00000003,0.00000003,0.00000003,53333.00000000,0.00000002,4710865525.00000000,0.00000003,924421618.00000000,0.00000003,0.00000003,0.00000002,497998754.00000000,14.45561892,1607498918055,1607585318055,2877992,2879215,1224
HOTETH,HOT,ETH,-0.00000002,-2.020,0.00000096,0.00000099,0.00000097,29302396.00000000,0.00000096,12296838.00000000,0.00000097,183004.00000000,0.00000099,0.00000100,0.00000094,274587925.00000000,264.72845675,1607498880618,1607585280618,4582910,4584626,1717
VETBTC,VET,BTC,0.00000001,1.136,0.00000090,0.00000089,0.00000089,131565.00000000,0.00000088,26212328.00000000,0.00000089,5696667.00000000,0.00000088,0.00000093,0.00000085,349267660.00000000,313.01331868,1607498910825,1607585310825,10139907,10150384,10478
VETETH,VET,ETH,-0.00000055,-1.859,0.00002915,0.00002957,0.00002903,122.00000000,0.00002891,398.00000000,0.00002899,190491.00000000,0.00002958,0.00002992,0.00002832,39535159.00000000,1152.53144309,1607498921988,1607585321988,4324332,4327432,3101
VETUSDT,VET,USDT,0.00016600,1.029,0.01635469,0.01612900,0.01629600,93295.00000000,0.01628800,6300.00000000,0.01629800,9308.00000000,0.01613000,0.01711600,0.01506200,1424399527.00000000,23295617.88415100,1607498922372,1607585322372,27647085,27723927,76843
VETBNB,VET,BNB,0.00000070,0.120,0.00058326,0.00058370,0.00058490,1632.00000000,0.00058350,1967.00000000,0.00058490,2125.00000000,0.00058420,0.00060590,0.00055850,14318099.00000000,8351.19184470,1607498922360,1607585322360,1841441,1843033,1593
DOCKBTC,DOCK,BTC,0.00000002,3.175,0.00000065,0.00000062,0.00000065,54238.00000000,0.00000065,241805.00000000,0.00000066,495956.00000000,0.00000063,0.00000068,0.00000062,15535124.00000000,10.14722884,1607498901908,1607585301908,7383003,7383992,990
DOCKETH,DOCK,ETH,0.00000000,0.000,0.00003283,0.00003283,0.00003283,115.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003283,0.00003283,0.00003283,115.00000000,0.00377545,1604223738964,1604310138964,1125821,1125821,1
POLYBTC,POLY,BTC,-0.00000002,-0.578,0.00000347,0.00000346,0.00000344,44735.00000000,0.00000344,84.00000000,0.00000345,85694.00000000,0.00000346,0.00000367,0.00000338,3933623.00000000,13.65163758,1607498920475,1607585320475,5480565,5483487,2923
POLYBNB,POLY,BNB,0.00000000,0.000,0.00145900,0.00145900,0.00145900,342.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00145900,0.00145900,0.00145900,342.00000000,0.49897800,1604223738964,1604310138964,231867,231867,1
PHXBTC,PHX,BTC,0.00000000,0.000,0.00000180,0.00000180,0.00000180,16529.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000180,0.00000180,0.00000180,16529.00000000,0.02975220,1604223738964,1604310138964,3813995,3813995,1
PHXETH,PHX,ETH,0.00000000,0.000,0.00005617,0.00005617,0.00005617,948.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005617,0.00005617,0.00005617,948.00000000,0.05324916,1604223738964,1604310138964,521807,521807,1
PHXBNB,PHX,BNB,0.00000000,0.000,0.00045600,0.00045600,0.00045600,8954.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00045600,0.00045600,0.00045600,8954.00000000,4.08302400,1604223738964,1604310138964,136239,136239,1
HCBTC,HC,BTC,-0.00000030,-0.641,0.00004681,0.00004660,0.00004650,42.38000000,0.00004620,4428.75000000,0.00004650,24.16000000,0.00004680,0.00004760,0.00004600,58142.12000000,2.72142188,1607498830411,1607585230411,5250983,5251412,430
HCETH,HC,ETH,0.00000000,0.000,0.00513400,0.00513400,0.00513400,25.60000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00513400,0.00513400,0.00513400,25.60000000,0.13143040,1604223738964,1604310138964,1001702,1001702,1
